uID,Context
WSJ-112,The lawyers also monitor suits to identify specific automobile parts that cause the biggest legal problems.  Mr. Pearce says law firms with the best chance of retaining or winning business with GM will be those providing the highest-quality service at the best cost -- echoing similar directives from GM's auto operations to suppliers.
WSJ-114,"Mr. Phelan said that his predicting continued volatility is just ``how the world is. If bringing the message is a crime, I'm guilty of it.''"
WSJ-115,"Your editorial was commendable and neatly matched by the readers ' comments in letters to the editor, ``Alar: Scaring on the Side of Caution.'' The illogic and inaccuracy of John H. Adams's comments for the National Resources Defense Council fully justifies your characterization of California's Greens in particular as ``la-la activists.''"
WSJ-116,"Mr. Van de Kamp and his allies may be hoping that the environment is such a mom and apple-pie issue among certain segments of California's population now that almost any collection of anti-scientific, anti-pocketbook nonsense can pass under its rubric. Of course the state's liberals are not yet a nation unto themselves."
WSJ-118,"It's unclear whether Eastern will succeed in overturning the arbitrator's decision, made in a long-simmering ``pay parity'' dispute that predates both the carrier's Chapter 11 petition and its 1986 acquisition by Texas Air. All Eastern's previous court efforts to head off the pilots ' demands have failed."
WSJ-12,"The value traded on the exchanges is close to $3 trillion. If the tax on any gain to those assets was doubled, wouldn't the value fall to the owners of the assets?"
WSJ-120,"Robert Erwin, president of Biosource, called Plant Genetic's approach ``interesting'' and ``novel,'' and ``complementary rather than competitive.'' ``There is a large market out there hungry for hybrid seeds,'' he said."
WSJ-121,"What about those caring people all over the country who are donating food, water and other necessities of life to these people who could be any of us?  Should they, too, stop ``messing with'' his free market?"
WSJ-122,An additional 56% of this year's respondents expect the economy to slow down during the next 12 months.  Only 42% of last year's respondents anticipated slowing growth.
WSJ-123,"He says the contract will be considered a success if it starts trading 500 to 1,000 lots a day. Exchange officials also point out that Hibor futures were designed for institutions and corporations, not for the type of small individual investors who were very active in Hang Seng index futures and defaulted in the 1987 crash."
WSJ-124,"``It's almost as if you're doing extra work to give away the food,'' he says. Alan D'Agosto, president of Panda's Inc., an operator of Arby's restaurants in Omaha, says: ``All we're doing is keeping the customers coming, but we aren't increasing sales.''"
WSJ-127,"Sterling was quoted at $1.6030, up from $1.5885 late Friday. In Tokyo Tuesday, the U.S. currency opened for trading at 141.80 yen, down from Monday's Tokyo close of 142.40 yen."
WSJ-128,"His attorneys claim he was framed by the FBI and New York police as part of a campaign to destroy the black liberation movement of the 1960s. Because the federal Freedom of Information Act wasn't law at that time, the FBI wasn't required to turn over information on its investigations when Mr. Ferguson appealed his conviction in the 1960s."
WSJ-129,The stat to reckon with here says that about three of four clubs (29 of 39) that took 2-0 Series leads went on to win it all. That's not an average to soothe Giant rooters.
WSJ-13,"Japan's Finance Ministry strongly denied playing any role in the New York stock-price free fall. Makoto Utsumi, vice minister for international affairs, said the ministry didn't in any way suggest to Japanese banks that they stay out of the UAL Corp. leveraged buy-out."
WSJ-130,"The pilots ' Mr. Dubinsky says his union would like majority ownership for employees.  At the very least, the pilots want some form of control over the airline, perhaps through super-majority voting rights."
WSJ-131,"In any case, opinion is mixed on how much of a boost the overall stock market would get even if dividend growth continues at double-digit levels. Mr. Einhorn of Goldman Sachs estimates the stock market will deliver a 12% to 15% total return from appreciation and dividends over the next 12 months -- vs. a ``cash rate of return'' of perhaps 7% or 8% if dividend growth is weak."
WSJ-132,"To argue that this is ``not likely'' to affect the economy in positive ways is contrary both to recent experience with capital-gains tax cuts and to common sense. A large part of the long-term appreciation of assets reflects inflation, and the taxation of inflation-created capital gains is confiscation."
WSJ-133,"The trend toward lower rents may seem surprising given that some communities in New York are bemoaning the loss of favorite local businesses to high rents.  But, despite the recent softening, for many of these retailers there's still been too big a jump from the rental rates of the late 1970s, when their leases were signed."
WSJ-135,"Corresponding to the fall in profit rates was -- in the early 1980s -- the drop in the number arrived at if you divide the market value of firms by the replacement costs of their assets, the famous Q ratio associated with Prof. James Tobin. In theory, the value attached to a firm by the market and the cost of replacing its assets should be the same."
WSJ-136,Revenue is estimated at $18.6 million.  The maker of document image processing equipment said the state procurement division had declared FileNet in default on its contract with the secretary of state uniform commercial code division.
WSJ-14,It is the promise of economic returns that is supposed to make the corporatist model attractive to both the party and labor.  The work force provides the third arm of the ``alliance.''
WSJ-15,``Hacksaw'' and ``Bonecrusher'' are the sort of nicknames normally associated with linebackers and heavyweight contenders.
WSJ-17,"Mr. Steinberg made a $59.7 million profit on the sale to Disney of his investment in the company in 1984. But lawyers said Mr. Steinberg probably faced much more potential liability because, when he sued Disney during his takeover battle, he filed on behalf of all shareholders."
WSJ-18,"During an economic slump, local tax revenues often go down, raising the risks associated with at least some municipals. And, like corporates, many municipal bonds are callable."
WSJ-19,"Moreover, the old contract was about to expire, and the lineup of Guber Peters pictures for Warner wasn't as strong as it is now. Warner itself was in negotiations with MGM over certain movie and other rights, and it was ``in Warner's interest to accommodate MGM/UA, Guber and Peters by permitting them to become MGM executives,'' Mr. Daly said in his affidavit."
WSJ-2,"The best moments in the show occur at the beginning and the end (and occasionally in the middle), when Mr. Mason slips into his standup mode and starts meting out that old-fashioned Jewish mischief to other people as well as to himself.  But too often, these routines lack spark because this sitcom, like all sitcoms, is timid about confronting Mr. Mason's stock in trade - ethnic differences."
WSJ-21,"By contrast, average dollar volume on the Big Board last year was $5.3 billion. Many investment managers say futures are useful as a way to hedge portfolios."
WSJ-24,"Even utility stocks aren't all that inexpensive, at an average of 14 times earnings.  But the two groups represent a further step in defensiveness."
WSJ-25,"If Mr. Gorbachev's goal is the creation of a free market, he and these Western observers have good reason to fear for his future, as economic liberalization within communist societies leads inexorably to demands for fundamental political reform accompanied by civil unrest.  These fears were clearly apparent when, last week, Secretary of State James Baker blocked a speech by Robert Gates, deputy national security adviser and Soviet expert, on the ground that it was too pessimistic about the chances of Mr. Gorbachev's economic reforms succeeding."
